Title,Location,Company,Description,Salary,Tipo_Puesto,English,Academy_grade,Years_Experience,SoftSkill,HardSkill,Remoto,Estado,Accessed_Date
DESARROLLADOR JAVA,"Cuajimalpa de Morelos, Ciudad de México",Tienda NEto,"EN TIENDAS NETO TE ESTAMOS BUSCANDO
  Crea Valor Neto para México y forma parte de una de las mejores empresas para trabajar como “DESARROLLADOR  JAVA”
  Zona: Santa Fe, Cdmx.
  REQUISITOS:
-Ingeniería en Sistemas Computacionales, Informática o Computación.
-Experiencia mínima de 3 años en el puesto.
-Manejo de Eclipse, PostMan o SOAPUI y NetBeans.
-Conocimientos en PL/SQL Oracle, HTML5 y CSS.
-Desarrollo Web con JAVA (Spring).
-Manejo de conexiones a base de datos.
-Desarrollo de sistemas en Lenguaje Java 1.8 o superior.
  Funciones:
-Comprender y alinearse a las necesidades del usuario para proponer soluciones tecnológicas que permitan lograr los objetivos de la organización.
-Desarrollar soluciones de negocio innovadoras y adaptables.
-Realizar implementaciones, seguimiento y mejoras al software liberado y existente.
-Ofrecer un servicio de calidad a los usuarios con comunicación efectiva.
-Diseño y propuesta de las mejoras con enfoque a resultados.
  Ofrecemos
- Sueldo competitivo.
-Contratación directa con la empresa.
-100% nomina.
-Prestaciones de ley.
-15 días de aguinaldo.
-25% de prima vacacional.
-Seguro de Vida.
-Descuentos y beneficios empresariales.
-Estabilidad laboral.","$ 35,000 a 40,000",Empleado de tiempo completo,Nivel Básico,Licenciatura,3 años,,"HTML, CSS, Java, SQL, Oracle, Spring",, Ciudad de México,2021-11-04
Desarrollador Java,"Miguel Hidalgo, Ciudad de México",HITSS,"Global HITSS
  Solicita: Desarrollador Java con 3 a 5 o más años de experiencia y c onocimientos en:
J2EE
Wed services
Spring
Maven
Java Script
Bootstrap
Hibernate
Base de datos Oracle
Pl/Sql
Comandos de So Linux / Unix
  Ofrecemos: Sueldo acorde a tu conocimiento y mercado, capacitación, prestaciones superiores.
  Zona Laboral: CDMX Polanco
  Envíanos tu CV en formato WORD, con el asunto: Desarrollador Java
  Nuestro equipo de reclutadores te contactará para realizar una entrevista, si cumples con los requisitos solicitados.
  Global HITSS, la empresa de Grupo Carso que está desarrollando la Sociedad Digital, te invita a sumarte a nuestro equipo Líder en Tecnologías de la Información.
  ""Los datos personales recopilados a través de Currícula, serán utilizados bajo los fines establecidos en nuestro Aviso de Privacidad integral para candidatos, mismo que se puede consultar en nuestra página de internet"".",No especificado,Empleado de tiempo completo,Nivel Intermedio,,,,"C/C++, Java, SQL, Oracle, Spring, Linux, unix",, Ciudad de México,2021-11-04
ORACLE EBS TECHNO FUNCTIONAL,"Benito Juárez, Ciudad de México",AZKA IT CONSULTING SA DE CV,"Azka – IT Consulting  consultoría de tecnología y negocios en búsqueda de tu talento.

Nivel superior educativo: Ing. en Informática, Sistemas Computacionales, o afín.
Ingles avanzado (se validará)

Ofrecemos: 

Esquema: 100% nómina

Habilidades:

Debe ser un consultor técnico práctico en los módulos de aplicación de Oracle EBS (versión 12) / aplicaciones en la nube de Oracle (SaaS y PaaS)
Buscando 4-8 años de experiencia en desarrollo de aplicaciones en formularios Oracle, informes, PL / SQL, shell UNIX, BI Publisher, Discoverer, OAF, Java.

El candidato debe tener experiencia previa en Programas de Implementación, Rollout, Upgrade, Soporte con experiencia en Automatización de herramientas, procesos y scripts de prueba.
  Habilidades técnicas obligatorias:

Para el puesto de tecnológico de aplicaciones de EBS: PL / SQL, Oracle Forms / Reports, Unix Shell Scripts, Discoverer, Workflow, Java / JSP
Informes de BI Publisher, Web ADI, OAF, SOA
  Para el rol de tecnólogo en la nube: personalizaciones de PaaS, VBCS, Oracle Integration Cloud, extractos de HCM, transferencia de archivos HDL, informes BIP / OTBI, SQL, PL / SQL, Java / JSP",No especificado,Empleado de tiempo completo,Nivel Avanzado,Licenciatura,4-8 años,,"Java, SQL, Oracle, unix, SOA",, Ciudad de México,2021-11-04
LIDER DE PROYECTO (SCRUM MASTER),"Cuajimalpa de Morelos, Ciudad de México",Tienda NEto,"EN TIENDAS NETO TE ESTAMOS BUSCANDO
  Crea Valor Neto para México y forma parte de una de las mejores empresas para trabajar como “LIDER DE PROYECTO (SCRUM MASTER)”
  Zona: Santa Fe Cdmx.
  REQUISITOS:
-Ingeniería en Informática, Sistemas Computacionales, Ciencias de la Computación.
-Certificación en SCRUM MASTER
-Experiencia mínima de 7 años en el puesto.
-Manejo de herramientas de metodologías agiles.
-Conocimiento en JAVA, ORACLE, PL/SQL, SERVICIOS Y JBOSS.
-Haber sido desarrollador e implementador de proyectos.
-Experiencia en herramientas para informes recursos del área e indicadores.
  Funciones:
-Facilitar los recursos necesarios para cumplimiento de objetivos y eliminación de dificultades (Facilitador nato).
-Implementación de nuevas metodologías que maximicen los recursos del area para nuevas implementaciones.
-Dar certeza y claridad en el seguimiento y cumplimiento de proyectos.
-Lograr una gestión ágil en el desarrollo de los objetivos.
-Manejo de personal.
  Ofrecemos
- Sueldo competitivo.
-Contratación directa con la empresa.
-100% nomina.
-SGMM .
-Seguro de Vida.
-Descuentos y beneficios empresariales.
-Estabilidad laboral.
 ","$ 50,000 a 60,000",Empleado de tiempo completo,Nivel Intermedio,"Licenciatura, Master",7 años,,"Java, SQL, Oracle, Scrum",, Ciudad de México,2021-11-04
DESARROLLADOR .NET,"Hermosillo, Sonora",´PITE,"PITE somos una empresa de desarrollo de software con certificación de Microsoft en Application Development (Silver) con más de 10 años de experiencia en el mercado con especialidad en Data Integration, Web Development y Business Analytics.

Estamos buscando desarrolladores de software en tecnologías .NET, con experiencia mínima de 3 años, el esquema de trabajo es Home office permanente.

Se busca que tengan los siguientes conocimientos:

Visual Studio / Visual Code.
Microsoft SQL Server.
IIS
Programación .NET (C#)
HTML / CSS / JAVASCRIPT
PL/SQL
Idioma inglés (Lectura)
ANGULAR / MVC / REACT *(Deseable)
Programación .NET Core (Deseable)

Las responsabilidades del puesto en cada proyecto pueden ser las siguientes:

Desarrollo de aplicaciones web.
Desarrollo de reportes.
Desarrollo de base de datos.
Documentación técnica

¿Qué ofrecemos?

Home Office permanente.
Seguro de Gastos Médicos Mayores. (A partir del 5 mes)
1 viernes libre cada 2 meses.
Cuenta UDEMY Business.
Horario Flexible.

Interesados aplicar por este medio para ser contactados lo más pronto posible por nuestros reclutadores.","$ 20,000 a 25,000",Empleado de tiempo completo,Nivel Básico,,"10 años, 3 años",Analitical,"C/C++, HTML, CSS, JavaScript, SQL, SQL server, Angular, React, Office",, Sonora,2021-11-04
Líder de Proyecto TI,"Coyoacán, Ciudad de México",Estrategia Tecnologica,"Líder de Proyecto TI
REQUISITOS:
5 años de Experiencia en:
Gestionar y Liderar Equipos de desarrollo Java, PHP, C#, etc
Solución de requerimientos utilización de arquitecturas robustas
UML (Diagramas de casos de uso, Diagramas de estado, Diagrama de Actividad, Diagrama de Clases, Diagrama de Objetos, Diagrama de paquetes y Diagramas de despliegue)
Diseñar, desarrollar y utilizar frameworks de Desarrollo, Spring MVC, Struts 2, Hibernate, Ibatis, JSF, Laravel, Symfony 2, Codeigniter, Yii, Yii2, Zend, etc)
Cascada, Ágil
PLSQL y Shell
Desarrollar objetos de Bases de Datos, tablas, vistas, Triggers, Packages, etc

FUNCIONES:
Estimar las actividades del equipo de trabajo
Elaborar cronograma de actividades del equipo de trabajo
Gestionar y liderar equipo de desarrollo en Lenguaje Java, PHP C# o Similar
Garantizar la solución de requerimientos y entrega del producto de negocios  mediante la utilización de arquitecturas robustas.
Manejar ampliamente UML 
Diseñar, Desarrollar y utilizar Framework de Desarrollo (Spring MVC, Struts 2, Hibernate, Ibatis, JSF, Lavarel, Symfony, Codeigniter, YII, YII2, Zend, etc.
Desarrollar bajo estandares de desarrollo.
Desarrollar con el marco de trabajo cascada y ágil
 Analizar y diseñar diagramas
Desarrollar utilizando programación PL/SQL y Shell
Desarrollar Objetos de base de datos, tablas, vistas, trigger, packages 

ZONA DE TRABAJO:   Taxqueña
HORARIO DE TRABAJO: L - V 9:00am - 6:00pm

OFECEMOS:
Sueldo:  $45,745 brutos
Cotización 100% Nomina
Contratación directa 
Prestaciones superiores
Agradable ambiente de trabajo
Estabilidad y Crecimiento profesional","$ 40,000 a 45,000",Empleado de tiempo completo,Nivel Intermedio,,5 años,,"C/C++, Java, SQL, PHP, Laravel, Spring, UML",, Ciudad de México,2021-11-04
Analista de Soporte L2,"Monterrey, Nuevo León","CONSISS, S.A. DE C.V.","Somos socio estratégico de diferentes empresas para proporcionar soluciones de tecnología, brindando servicios de staffing de personal, fábrica de software, con más de 20 años en el mercado y presencia en el Norte, Centro y Sudamérica.

Actualmente estamos buscando

ANALISTA DE SOPORTE L2-ORACLE

Requisitos:
Experiencia mínima de 2 años
Soporte técnico aplicativo
Manejo de herra mientas de administración de tickets
Generación y análisis de consultas en manejadores de BD
Servicio al cliente.
Conocimientos nivel intermedio de Oracle SQL
 Conocimineto intermedio de PL/ SQL
 Capacidad de Análisis de problematicas 
Conocimiento en lectura de código java/plsql/.net para detección de errores. 
Gestión de incidentes y disponibilidad para atención en modelo de guardia (atención de incidentes bajo demanda fuera de oficina en un esquema de guardia ya establecido).
 Analisis de problemas, con enfoque de mejora continua 
 Conocimientos basicos de performance de procesos de base de datos
        Ofrecemos:

Proyecto temporal con opción a extensión

Trabajo hibrido, algunos días Home Office y otros en oficina
Prestaciones de ley
Capacitación constante 
Excelente ambiente de trabajo

¿Qué te encantará de trabajar con nosotros?


Nos preocupamos y nos ocupamos porque seas feliz y desempeñes tus funciones de una manera extraordinaria.
Ofrecemos oportunidades de crecimiento profesional y personal con cursos técnicos y humanos que te permitirán desarrollarte de manera integral
Ofrecemos una compensación competitiva y beneficios centrados en nuestro talento, seguro de gastos médicos mayores y menores a precio de flotilla, prestamos, descuentos en universidades, escuelas de inglés, lugares de diversiones, restaurantes, agencias de viajes, etc
Programas de recompensas

¿Quieres ser parte de nosotros? Favor de postularse por este medio


¡Atrévete a vivir experiencias extraordinarias y llevemos juntos a nuestros clientes a la Nueva Ola Tecnológica!!",No especificado,Empleado de tiempo completo,Nivel Básico,,"20 años, 2 años",,"Java, SQL, Oracle, Office",, Nuevo León,2021-11-04
.NET Full-Stack Developer,Remoto,Softtek,"Softtek, a leading Mexican IT consulting company with a history of more than 30 years in the market where we distinguish ourselves as one of the best places to work, with presence in North America, Latin America, Europe and Asia.

Is looking for:

.NET Full-Stack Developer

Possibility of permanent Home Office or in one of our offices (Ensenada, Monterrey, Guadalajara, CDMX, Aguascalientes, Mérida).

Gender: Indiscriminate
Age: Indiscriminate
English: Advanced


Tech skills:
• +3 years of experience developing with .NET 4.0
• C#
• PL/SQL
• MVC
• Jquery
• Bootstrap
• Angular
• Web development experience


We offer:
Benefits of law and superiors.
Career Plan
Excellent working environment.


¡¡ Send your Resume!!

Any doubts about the position find me in LinkedIn: Sebastian Perez Hernandez",No especificado,Empleado de tiempo completo,Nivel Avanzado,,"30 years, +3 years",,"C/C++, SQL, JQuery, Angular, Office",Remote,Remoto,2021-11-04
Digital Specialist (ETL),"Benito Juárez, Ciudad de México",Softtek,"Soft tek, a leading Mexican IT consulting company with a history of more than 30 years in the market where we distinguish ourselves as one of the best places to work, with presence in North America, Latin America, Europe, and Asia. Is looking for:
  Digital Specialist (ETL)
  Gender: Indiscriminate
Age: Indiscriminate
English: Advanced
  Must
  4 YOE working with ETL (Extract, Transform and Load)
PL SQL Development
Data warehouse, including performance tuning of data movement scripts


Nice to have

Unix Shell scripting
RDBMS (Relational Database Management System)
Interested in learning about Informatica Power Center (IPC)

Benefits:
Training.                                                                                            
Benefits of law and superiors.
Career Plan
Excellent working environment.
  ¡¡ Send your Resume!!
  Any doubts about the position find me in LinkedIn (Daniela Campuzano Botello)",No especificado,Empleado de tiempo completo,Nivel Avanzado,,30 years,Continuously learn,"SQL, Data Warehouse, unix",, Ciudad de México,2021-11-04
DESARROLLADOR BANNER.,"Miguel Hidalgo, Ciudad de México",Ectotec,"EN ECTOTEC SOMOS UNA EMPRESA DE SERVICIOS ESPECIALIZADOS EN TECNOLOGIAS PARA LA EDUCACION
Estamos en búsqueda de DESARROLLADOR BANNER.
REQUISITOS:
ESCOLARIDAD: Ingeniería en Sistemas Computacionales, Tecnologías de la Información, Licenciatura en Administración de Sistemas Computacionales, en Informática, o carreras afines (pasantes o titulados)
EDAD: 20 a 40 años
EXPERIENCIA:
Experiencia mínima  de 1 año los módulos principales de Banner, Estudiante o Cuentas por Cobrar.
Programación de procedimientos y funciones usando Oracle PL/SQL.
Diseño y ejecución de consultas SQL.
Desarrollo de Oracle Forms.
Desarrollo de Oracle Reports.
DESEABLES:
Desarrollo Web Front-end jQuery, Bootstrap, AngularJS, etc.
Diseño de Bases de Datos: Tablas, vistas, relaciones, sinónimos, etc.
Desarrollo Web con PL/SQL.
HABILIDADES:
Aprendizaje continuo.
Adaptación al cambio.
Capacidad de análisis.
Trabajo bajo presión.
Trabajo en equipo.
OFRECEMOS:
* Prestaciones de Ley, contamos con aguinaldo de 20 días.
* Seguro Gastos Médicos (a partir de 4 meses).
* CAPACITACIÓN constante.
* Convenio de becas con reconocidas universidades.
* Horario de lunes a viernes
* Excelente ambiente de trabajo","$ 30,000 a 35,000",Empleado de tiempo completo,Nivel Básico,Licenciatura,"40 años, 1 año",Trabajo en equipo,"SQL, JQuery, Oracle, Angular",, Ciudad de México,2021-11-04
